budget,genre,keyword,original_language,production,release_date,country,runtime,revenue,status,title,vote_average,vote_count
3900000,Drama,england,en,Columbia Pictures Corporation,12-12-66,GB,120,28350000,Released,A Man for All Seasons,7.5,89
3800000,Drama,corruption,en,United Artists,01-11-76,US,121,23689877,Released,Network,7.7,381
4000000,Drama,life and death,en,Selznick International Pictures,15-12-39,US,238,400176459,Released,Gone with the Wind,7.7,970
0,Drama,dance,en,Head Gear Films,03-07-14,MA,98,0,Released,Desert Dancer,6.5,18
3800000,War,mexico,en,Columbia Pictures Corporation,07-04-65,US,123,14873,Released,Major Dundee,6.2,38
3768785,Action,musical,en,Metro-Goldwyn-Mayer (MGM),17-05-50,US,107,8000000,Released,Annie Get Your Gun,7.3,22
967686,Comedy,terrorism,en,Film4,07-05-10,GB,101,4270000,Released,Four Lions,7,423
0,Drama,brazil,pt,,13-05-05,BR,115,0,Released,The House of Sand,6.7,9
3500000,Drama,crime fighter,en,Alliance Films,12-09-09,CA,101,44462,Released,Defendor,6.5,195
3700000,Music,musical,en,Metro-Goldwyn-Mayer (MGM),11-06-48,US,102,2956000,Released,The Pirate,6.6,17
3800000,Drama,san francisco,en,Nimbus Film Productions,11-09-09,DK,95,0,Released,The Good Heart,6,21
4000000,Comedy,gay,en,DNA Films,02-10-06,GB,109,13401952,Released,The History Boys,6.6,66
3600000,Drama,shower,en,United Artists,25-05-69,US,113,44785053,Released,Midnight Cowboy,7.4,299
3500000,Comedy,suicide attempt,en,Channel Four Films,13-08-97,GB,91,257850122,Released,The Full Monty,6.8,363
3500000,Comedy,chicago,en,Paramount Pictures,02-07-80,US,88,83453539,Released,Airplane!,7.1,1074
5000000,Thriller,brother brother relationship,en,Hollywood Media Bridge,30-08-15,US,88,0,Released,Chain of Command,5.3,11
3500000,Comedy,rap music,en,New Line Cinema,26-04-95,US,91,28215918,Released,Friday,7,503
3500000,Drama,black people,en,New Line Cinema,26-05-93,US,97,27900000,Released,Menace II Society,7.2,173
3500000,Horror,lake,en,New World Pictures,01-05-87,US,92,14000000,Released,Creepshow 2,5.9,129
3716946,Action,prostitute,en,Warner Bros.,13-05-70,US,121,5000000,Released,The Ballad of Cable Hogue,6.9,47
3500000,Crime,murder,en,Columbia Pictures Corporation,14-12-67,US,134,13007551,Released,In Cold Blood,7.4,82
3500000,Drama,nurse,en,Warner Bros.,18-06-59,US,149,12800000,Released,The Nun's Story,7.4,46
3500000,Action,private eye,en,Warner Bros.,23-02-66,US,121,12000000,Released,Harper,6.2,35
3500000,Crime,london england,en,Universal Pictures,25-05-72,GB,116,12600000,Released,Frenzy,7.1,158
3500000,Mystery,witch,en,Parts and Labor,19-02-16,CA,92,40423945,Released,The Witch,6.3,1434
0,Action,,en,Dimension Films,27-05-98,US,93,0,Released,I Got the Hook Up,5.4,8
3500000,Comedy,brother brother relationship,en,Fox Searchlight Pictures,26-08-96,US,96,9482579,Released,She's the One,5.7,70
10000000,Drama,gay,en,Lions Gate Films,21-01-98,GB,105,6451628,Released,Gods and Monsters,6.8,81
2000000,Crime,rape,es,100 Bares,13-08-09,AR,129,33965843,Released,The Secret in Their Eyes,7.8,626
0,Horror,,en,Nu Image Films,16-10-08,US,94,0,Released,Train,4.8,36
3600000,Horror,deer,en,Renaissance Films,13-03-87,US,84,5923044,Released,Evil Dead II,7.6,742
0,Action,ladykiller,en,,29-06-01,US,81,0,Released,Pootie Tang,5.4,43
1000000,TV Movie,california,en,The Asylum,11-07-13,US,86,0,Released,Sharknado,3.8,476
0,Drama,female nudity,es,,01-04-99,MX,105,0,Released,The Other Conquest,5.4,4
3500000,Fantasy,hunter,nb,Filmkameratene A/S,29-10-10,NO,103,4159678,Released,Troll Hunter,6.7,583
0,Comedy,independent film,en,,01-01-06,US,104,0,Released,Ira & Abby,5.8,9
3500000,Comedy,independent film,en,Yari Film Group,07-02-06,US,98,113783,Released,Winter Passing,6.7,28
3500000,Action,coming out,en,Destination Films,21-01-04,US,91,0,Released,D.E.B.S.,5.6,90
0,Crime,pastor,en,Freestyle Releasing,08-01-16,US,111,0,Released,The Masked Saint,2.9,7
3500000,Crime,kidnapping,en,Metro-Goldwyn-Mayer (MGM),27-09-08,US,98,0,Released,The Betrayed,5.2,10
0,Action,machinegun,en,Counterclock Productions,16-09-99,US,104,0,Released,Taxman,2,1
0,Drama,miniseries,en,,29-04-16,,200,0,Released,The Secret,0,0
3500000,Horror,thriller,en,Anthem Pictures,25-04-09,US,96,0,Released,2:13,4.6,10
3500000,Action,dc comics,en,DC Comics,18-01-13,US,78,0,Released,"Batman: The Dark Knight Returns, Part 2",7.9,419
3500000,Documentary,climate change,en,Representational Pictures,04-09-15,US,100,0,Released,Time to Choose,0,0
3500000,Action,based on video game,en,,27-12-13,BG,85,0,Released,In the Name of the King III,3.3,19
3500000,Action,,en,NAZZ Productions,04-03-14,US,92,0,Released,Wicked Blood,5.3,37
0,Drama,revenge,en,Enderby Entertainment,05-06-15,US,86,0,Released,Stranded,5,11
3440000,Crime,wife husband relationship,en,,06-01-14,GB,90,0,Released,Lords of London,3.6,6
3400000,Comedy,industrialist,en,Twentieth Century Fox Film Corporation,25-12-77,US,94,31063038,Released,High Anxiety,6.5,84
8000000,Documentary,parents kids relationship,fr,Wild Bunch,26-01-05,FR,80,127392239,Released,March of the Penguins,6.9,358
3500000,Thriller,capitalism,en,Benaroya Pictures,28-09-11,US,107,19504039,Released,Margin Call,6.7,524
0,Drama,drama,en,,09-06-11,,100,0,Released,August,6.2,15
3000000,Comedy,strip club,en,Fox Searchlight Pictures,26-09-08,US,92,3830137,Released,Choke,6,127
3300000,Drama,jazz,en,Bold Films,10-10-14,US,105,13092000,Released,Whiplash,8.3,4254
3300000,Drama,male nudity,pt,O2 Filmes,05-02-02,BR,130,30641770,Released,City of God,8.1,1814
600000,Comedy,sex,en,Irish Screen,04-06-99,GB,99,4000000,Released,Human Traffic,6.8,97
3400000,Drama,depression,en,Two Streets Entertainment,13-03-15,US,118,0,Released,To Write Love on Her Arms,6.8,47
0,Mystery,prostitute,en,Lakeshore Entertainment,07-11-06,US,85,0,Released,The Dead Girl,6.4,66
3800000,Drama,father son relationship,da,Zentropa Entertainments,28-08-12,DK,115,16800000,Released,The Hunt,7.9,927
0,Comedy,holiday,en,Metro-Goldwyn-Mayer (MGM),18-11-83,US,94,19294144,Released,A Christmas Story,7.4,344
0,Drama,waitress,en,Mpower Pictures,09-09-06,MX,91,0,Released,Bella,6.7,37
4300000,Action,usa,en,Guerilla High Productions,20-08-82,CA,98,0,Released,Class of 1984,6.2,66
3300000,Comedy,bet,en,Magna Global Entertainment,08-11-14,US,96,45000,Released,The Opposite Sex,4.1,9
2000000,Romance,lust,en,Fox Entertainment Group,29-10-99,GB,92,7,Released,Dreaming of Joseph Lees,8,1
0,Drama,paris,fr,Haut et Court,24-09-08,FR,128,28814580,Released,The Class,6.8,174
3200000,Horror,anti-christ,en,Paramount Pictures,12-06-68,US,136,33395426,Released,Rosemary's Baby,7.5,863
3200000,Western,gunslinger,en,Paramount Pictures,22-04-62,US,123,8000000,Released,The Man Who Shot Liberty Valance,7.4,265
0,Drama,children's book,en,Vox3 Films,29-07-09,US,99,2277396,Released,Adam,6.9,150
0,Drama,individual,es,Fine Line Features,18-01-04,EC,101,0,Released,Maria Full of Grace,6.9,101
3200000,Drama,gay,en,Parts and Labor,11-09-10,US,105,5332926,Released,Beginners,6.8,347
0,Action,monster,en,Neo Art & Logic,14-10-05,US,95,658573,Released,Feast,6.1,160
2700000,Comedy,sex,en,Universal Pictures,27-07-78,US,109,141000000,Released,Animal House,7,418
2500000,Adventure,secret organization,en,United Artists,17-09-64,GB,110,124881062,Released,Goldfinger,7.2,987
2400000,Science Fiction,injection,en,Alliance Films,19-09-12,CA,110,0,Released,Antiviral,5.7,112
3180000,Drama,holiday,en,RKO Radio Pictures,20-12-46,US,130,9644124,Released,It's a Wonderful Life,8,1076
4000000,Drama,london england,en,Miramax Films,23-02-96,GB,93,16491080,Released,Trainspotting,7.8,2655
0,Comedy,,en,40 Acres & A Mule Filmworks,18-08-00,US,115,0,Released,The Original Kings of Comedy,6.3,15
3000000,Horror,ouija board,en,Paramount Pictures,20-10-10,US,91,177512032,Released,Paranormal Activity 2,5.7,722
0,Comedy,false identity,en,Fox Searchlight Pictures,15-09-98,FR,91,0,Released,Waking Ned,7.4,54
4000000,Documentary,usa,en,Alliance Atlantis Communications,09-10-02,US,120,35564473,Released,Bowling for Columbine,7.3,453
0,Drama,arranged marriage,zh,LeVision Pictures,16-05-14,CN,111,0,Released,Coming Home,6.9,49
3000000,Horror,gay,en,New Line Cinema,31-10-85,US,87,29999213,Released,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361
3000000,Drama,kiss,en,Goldcrest Films International,13-12-85,GB,117,20966644,Released,A Room with a View,6.9,156
3000000,Science Fiction,dystopia,en,Universal Pictures,31-05-13,FR,86,89328627,Released,The Purge,6,2428
3000000,Horror,drowning,en,Alliance Films,29-03-12,US,110,77712439,Released,Sinister,6.7,1573
3000000,Comedy,daily life,en,,01-08-02,US,113,19184015,Released,Martin Lawrence Live: Runteldat,5,1
3000000,Drama,individual,en,Avon Production,17-02-58,US,108,17570324,Released,Cat on a Hot Tin Roof,7.6,165
3000000,Adventure,mutant,en,Twentieth Century Fox Film Corporation,01-05-70,US,95,18999718,Released,Beneath the Planet of the Apes,6.2,361
3000000,Comedy,clown,en,Walt Disney Pictures,01-08-97,CA,98,23144499,Released,Air Bud,5.3,106
16000000,Adventure,mountains,ja,TV Tokyo,08-07-00,JP,93,68411275,Released,Pokémon: Spell of the Unknown,5.9,137
3000000,Horror,lightning,en,Paramount Pictures,01-08-86,US,86,19472057,Released,Friday the 13th Part VI: Jason Lives,5.7,216
3000000,Drama,japan,en,Columbia Pictures Corporation,02-10-57,GB,161,33300000,Released,The Bridge on the River Kwai,7.7,542
3000000,Comedy,alien,en,Touchstone Pictures,27-04-90,US,100,15369573,Released,Spaced Invaders,4.7,25
2000000,Comedy,fortune teller,en,Universal Pictures,09-04-76,US,121,7900000,Released,Family Plot,6.7,86
3000000,Comedy,new york,en,United Artists,15-06-60,US,125,25000000,Released,The Apartment,8.1,483
3000000,Fantasy,male nudity,en,New Line Cinema,13-08-93,US,87,15938065,Released,Jason Goes to Hell: The Final Friday,4.2,193
3000000,Mystery,cold war,en,Universal Pictures,13-07-66,US,128,13000000,Released,Torn Curtain,6.4,120
3000000,Comedy,black people,en,Yari Film Group,12-09-05,US,100,11718595,Released,Dave Chappelle's Block Party,6.4,28
0,Romance,fire,en,The New Zealand Film Commission,16-04-15,NZ,84,229094,Released,Slow West,6.6,367
3000000,Drama,,en,Warner Bros.,25-10-85,US,97,0,Released,Krush Groove,7,11
0,Action,duringcreditsstinger,en,Melee Entertainment,06-02-09,US,84,0,Released,Next Day Air,5.3,36
3000000,Drama,evangelist,en,United Artists,19-06-60,US,146,10400000,Released,Elmer Gantry,7.3,41
3000000,Drama,judge,en,United Artists,01-12-61,DE,186,10000000,Released,Judgment at Nuremberg,7.6,155
0,Comedy,high school,en,Beacon Communications,12-05-99,US,94,9016377,Released,Trippin',4.5,4
3000000,Western,texas,en,United Artists,26-08-48,US,133,9012000,Released,Red River,7.3,82
0,Comedy,woman director,en,,01-01-06,US,99,0,Released,Phat Girlz,3.7,10
3000000,Romance,hotel,en,Castle Rock Entertainment,05-04-13,GR,108,11176469,Released,Before Midnight,7.4,568
0,Comedy,werewolf,en,Atlantic Entertainment Group,20-11-87,US,95,0,Released,Teen Wolf Too,3.8,46
3000000,Action,portal,en,Universal Pictures,08-07-88,US,97,7282851,Released,Phantasm II,6.3,94
3000000,Drama,independent film,en,,30-09-04,US,94,6804016,Released,Woman Thou Art Loosed,5,3
0,Comedy,independent film,en,,01-01-02,,86,0,Released,Real Women Have Curves,5.8,19
0,Drama,site of pilgrimage,en,David Hamilton Productions,08-09-05,CA,115,10422387,Released,Water,6.8,34
3800000,Comedy,islam,en,BBC,14-05-99,GB,97,28200000,Released,East Is East,6.5,59
3000000,Comedy,independent film,en,Hi-Rez Films,01-09-00,US,82,0,Released,Whipped,3.1,11
3000000,Drama,poetry,en,Mirabai Films,11-09-96,GB,117,4109095,Released,Kama Sutra - A Tale of Love,5.7,35
3000000,Comedy,suicide,en,Sony Pictures Classics,22-01-10,US,90,0,Released,Please Give,6,57
3000000,Family,chocolate,en,Paramount Pictures,29-06-71,US,100,4000000,Released,Willy Wonka & the Chocolate Factory,7.4,798
0,Fantasy,armageddon,en,Tapestry Films,01-05-93,US,98,0,Released,Warlock: The Armageddon,5.2,38
0,Comedy,mexico,en,Orion Pictures,18-04-97,GB,95,0,Released,8 Heads in a Duffel Bag,5.4,39
0,Drama,love triangle,en,Paramount Pictures,13-09-78,US,94,0,Released,Days of Heaven,7.6,234
0,Drama,independent film,en,,02-09-01,US,104,0,Released,Thirteen Conversations About One Thing,6.4,25
3000000,Comedy,confession,en,TriStar Pictures,30-01-99,US,87,3076820,Released,Jawbreaker,5.9,90
2962051,Drama,new york,en,Miramax,09-08-96,US,108,3011195,Released,Basquiat,6.6,94
0,Comedy,friendship,en,Scott Rudin Productions,17-05-13,BR,86,4069826,Released,Frances Ha,7.2,345
3000000,Crime,slum,af,Movieworld Productions,18-08-05,ZA,94,9879971,Released,Tsotsi,6.9,94
3000000,Comedy,rape,en,Killer Films,16-10-98,US,139,2807390,Released,Happiness,7.4,194
0,Comedy,,en,Brad Grey Pictures,04-04-03,US,89,0,Released,DysFunktional Family,6.1,4
2800000,Comedy,canada,en,Phase 4 Films,19-09-14,US,102,1826705,Released,Tusk,5.1,366
3000000,Drama,sushi restaurant,ko,Egg Films,01-01-03,KR,120,14980005,Released,Oldboy,8,1945
0,Action,letter,en,Mercy Creek Entretainment,09-04-10,US,110,0,Released,Letters to God,6.5,37
3000000,Action,female nudity,en,Rhombus Media,06-05-11,US,86,748453,Released,Hobo with a Shotgun,5.7,211
3000000,Action,,es,,31-03-16,,101,0,Released,Compadres,5.2,17
3000000,Comedy,prison,en,The Kushner-Locke Company,23-08-96,US,110,0,Released,Freeway,6.5,95
0,TV Movie,,en,,06-10-06,US,87,0,Released,Love's Abiding Joy,5.8,12
3000000,Drama,dancing,en,BBC Films,14-05-09,GB,123,2357852,Released,Fish Tank,6.9,250
0,Comedy,college,en,Westerly Films,06-04-12,US,99,0,Released,Damsels in Distress,5.6,67
0,Horror,,en,MGM Television,17-05-98,US,176,0,Released,Creature,4,21
3000000,Comedy,bridesmaid,en,Gary Sanchez Productions,06-08-12,US,87,11947954,Released,Bachelorette,5.3,444
0,Drama,tv movie,en,Lions Gate Television,25-04-04,US,120,0,Released,Brave New Girl,3.7,3
0,Comedy,restaurant,en,2929 Productions,02-03-12,US,94,0,Released,Tim and Eric's Billion Dollar Movie,5.2,34
2700000,Comedy,holiday,de,Claussen + W\u00f6bke Filmproduktion GmbH,02-09-04,DE,98,0,Released,Summer Storm,6.7,59
0,War,woman director,en,,01-01-14,,0,0,Released,Fort McCoy,6.3,2
0,Horror,killing,en,Tiger Tail Entertainment,01-10-10,US,96,0,Released,Chain Letter,3.9,37
3000000,Drama,new york,en,Sweetland Films,21-10-99,US,97,0,Released,Just Looking,5.8,5
3000000,Science Fiction,basement,en,Instinctive Film,13-03-11,CA,112,22000,Released,The Divide,5.7,197
0,Drama,,en,,24-04-09,,88,0,Released,The Eclipse,6.1,15
3000000,Thriller,detective,en,Icon Entertainment International,12-02-15,GB,83,3387000,Released,Demonic,4.9,148
0,Comedy,independent film,en,Film Threat DVD,04-03-05,US,80,0,Released,My Big Fat Independent Movie,3,5
0,Comedy,,en,,15-06-10,,90,0,Released,The Deported,0,0
0,Drama,boarding school,en,Tax Credit Finance,14-09-09,US,96,0,Released,Tanner Hall,5.4,32
3000000,Action,drug dealer,en,Society Entertainment,12-04-13,BR,85,0,Released,Open Road,5.2,18
0,Comedy,,en,Lionsgate,27-06-14,US,84,0,Released,They Came Together,5.3,171
0,Comedy,parody,en,Silver Nitrate Films,14-01-13,US,80,0,Released,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,28
3000000,Drama,male nudity,en,,13-09-11,US,90,0,Released,Never Back Down 2: The Beatdown,5.8,136
2500000,Action,alcatraz,en,Metro-Goldwyn-Mayer (MGM),30-08-67,US,92,3200000,Released,Point Blank,7.1,95
3,Drama,,en,Indiana Production Company,15-01-09,US,100,0,Released,Four Single Fathers,0,0
0,Thriller,composer,en,Cimarron Productions,11-03-13,US,88,0,Released,Enter the Dangerous Mind,4.8,14
3000000,Mystery,obsession,en,Merchant Films,04-04-14,US,95,0,Released,Something Wicked,4.6,16
3000000,Thriller,russian,en,Triumphant Entertainment,07-08-15,US,79,0,Released,AWOL-72,2.8,10
0,,,en,,01-04-88,,88,0,Released,Iguana,6,1
3200000,Action,,en,Chicago Overcoat Productions,10-10-09,US,95,0,Released,Chicago Overcoat,6.1,5
0,Comedy,based on novel,en,Prospect Pictures,13-03-10,US,95,0,Released,Barry Munday,6.3,22
2900000,Drama,brazilian,pt,MACT Productions,16-01-98,BR,113,5596708,Released,Central Station,7.6,126
2900000,Comedy,dude,en,Franton Production,18-12-61,US,136,5000000,Released,Pocketful of Miracles,7.3,25
0,Crime,,en,Bleiberg Entertainment,11-12-15,US,80,0,Released,Close Range,4.9,54
0,Comedy,independent film,en,,05-08-05,,105,0,Released,Boynton Beach Club,6.8,3
3000000,Thriller,,en,Infra-Red Pictures,14-08-15,US,90,0,Released,Amnesiac,4.1,52
3000000,Documentary,female nudity,en,Chad Troutwine Films,01-10-10,US,93,103735,Released,Freakonomics,6.6,36
0,Horror,mass murder,fr,Alexandre Films,18-06-03,FR,91,0,Released,High Tension,6.6,271
2902660,Romance,love,en,Screen Australia,19-08-11,AU,93,0,Released,Griff the Invisible,6.1,34
0,Thriller,climate change,en,August Heart Entertainment,16-10-15,US,89,0,Released,Unnatural,4.3,12
8000000,Drama,rap music,en,MTV Films,22-07-05,US,116,23563727,Released,Hustle & Flow,6.9,99
2883848,Comedy,chicago,en,The Mirisch Corporation,18-03-59,US,122,25000000,Released,Some Like It Hot,8,808
2800000,Horror,lake,en,Paramount Pictures,13-05-88,US,88,19170001,Released,Friday the 13th Part VII: The New Blood,5.3,192
2777000,Adventure,witch,en,Loew's Incorporated,15-08-39,US,102,33754967,Released,The Wizard of Oz,7.4,1642
2800000,Comedy,experiment,en,Twentieth Century Fox Film Corporation,15-12-74,US,106,86273333,Released,Young Frankenstein,7.7,854
2000000,Horror,zombie,en,Artfire Films,08-09-07,US,95,5364858,Released,Diary of the Dead,5.4,190
0,Comedy,historical figure,en,,01-01-06,IN,144,0,Released,Lage Raho Munna Bhai,7.6,44
0,Drama,father son relationship,en,Clinica Estetico,13-06-97,US,112,0,Released,Ulee's Gold,6.5,19
2700000,Adventure,poker,en,United Artists,17-10-79,US,118,37799643,Released,The Black Stallion,7,59
0,,,en,,26-06-15,IN,0,0,Released,Sardaarji,9.5,2
0,Action,,en,Nordisk Film,26-09-08,DK,90,0,Released,Journey to Saturn,4.9,10
2686000,Adventure,birthday,en,Paramount Pictures,12-06-63,US,109,6600000,Released,Donovan's Reef,6,30
0,Comedy,calamity,nl,,21-03-96,NL,103,0,Released,The Dress,7,3
2627000,Drama,pilot,en,Metro-Goldwyn-Mayer (MGM),01-03-44,US,120,5363000,Released,A Guy Named Joe,6,8
2600000,Western,gun,en,Crossbow Productions,07-02-74,US,93,119500000,Released,Blazing Saddles,7.2,609
2600000,Horror,lake,en,Paramount Pictures,13-04-84,US,91,32980880,Released,Friday the 13th: The Final Chapter,5.9,237
2159280,Drama,nun,pl,Danish Film Institute,25-10-13,DK,80,10700000,Released,Ida,7.1,260
0,Drama,gay,en,Merchant Ivory Productions,18-09-87,GB,134,0,Released,Maurice,7.1,61
0,Comedy,baseball,en,Identity Films,15-09-06,US,86,0,Released,Beer League,5.3,22
2600000,Documentary,ocean,en,,09-07-04,FR,105,3166000,Released,Riding Giants,7.6,23
2600000,Science Fiction,scissors,es,Ars\u00e9nico Producciones,20-09-07,ES,92,553198,Released,Timecrimes,7,308
0,Action,,zh,,20-01-09,CN,99,0,Released,Silver Medalist,7.4,13
2600000,Horror,fanatic,en,Ascendant Pictures,07-12-07,US,97,0,Released,Timber Falls,5.2,38
2540800,Comedy,fan,en,Metro-Goldwyn-Mayer (MGM),10-04-52,US,103,7200000,Released,Singin' in the Rain,7.8,727
0,Documentary,diet,en,,16-04-10,US,97,0,Released,"Fat, Sick & Nearly Dead",7.1,47
2500000,Comedy,horror spoof,en,Endgame Entertainment,11-01-13,US,86,60141683,Released,A Haunted House,5.4,516
2500000,Documentary,,en,,13-07-12,US,87,33400000,Released,2016: Obama's America,4.6,19
0,Comedy,pop star,en,Twentieth Century Fox Film Corporation,04-10-96,US,108,34585416,Released,That Thing You Do!,6.8,225
2500000,Horror,commercial,en,Universal Pictures,22-10-82,US,98,14400000,Released,Halloween III: Season of the Witch,5,229
2500000,Action,spacecraft,en,Twentieth Century Fox Film Corporation,20-05-71,US,98,12348905,Released,Escape from the Planet of the Apes,6.3,264
2500000,Action,alcoholism,en,Paramount Pictures,29-05-63,US,112,10000000,Released,Hud,7.5,66
0,Comedy,stand-up comedy,en,Hartbeat Productions,03-07-13,US,74,32230907,Released,Kevin Hart: Let Me Explain,7.1,95
2500000,Drama,individual,en,Fine Line Features,17-10-91,US,104,0,Released,My Own Private Idaho,7.1,212
2500000,Comedy,new jersey,en,Fox Searchlight Pictures,28-07-04,US,102,26781723,Released,Garden State,7.1,618
2500000,Drama,dialogue,en,Detour Film Production,27-01-95,AT,105,5535405,Released,Before Sunrise,7.7,959
0,Horror,suspense,fr,Go Films,03-10-03,CA,100,0,Released,Evil Words,6.9,8
0,Comedy,drug abuse,en,Evenstar Films,05-09-99,CA,107,0,Released,Jesus' Son,6.7,22
0,Comedy,lesbian relationship,en,,12-09-04,US,91,0,Released,Saving Face,6.8,32
0,Drama,arranged marriage,en,Ingenious Film Partners,16-11-07,GB,102,0,Released,Brick Lane,5.2,15
2500000,Science Fiction,friendship,en,Samuel Goldwyn Films,16-08-12,US,85,3325038,Released,Robot & Frank,6.8,450
0,Drama,farewell,en,El Deseo,07-03-03,CA,106,9726954,Released,My Life Without Me,7.2,77
2500000,Comedy,alcoholism,en,21 Laps Entertainment,02-08-13,US,95,6854611,Released,The Spectacular Now,6.8,1048
0,Comedy,muslim,en,Lions Gate Films,01-10-08,US,101,0,Released,Religulous,7.2,197
0,Documentary,energy policy,en,,14-11-08,US,90,0,Released,Fuel,7,3
0,Drama,,en,,24-04-06,,100,0,Released,Valley of the Heart's Delight,7,1
2500000,Drama,dolphin,en,Gold/Miller Productions,24-08-07,US,100,71904,Released,Eye of the Dolphin,7.1,7
0,Documentary,independent film,en,,01-01-10,,80,0,Released,8: The Mormon Proposition,5.5,6
14000000,Comedy,indian lead,en,Adlabs Films Ltd.,29-10-08,IN,106,0,Released,The Other End of the Line,6.1,50
0,Horror,butterfly,de,Claussen + W\u00f6bke Filmproduktion GmbH,03-02-00,DE,103,0,Released,Anatomy,6.1,61
2500000,Drama,virtual reality,en,Likely Story,10-12-08,MX,90,107559,Released,Sleep Dealer,6,40
2500000,Comedy,bomb,en,This Is That Productions,09-09-10,US,96,324138,Released,Super,6.6,441
0,Comedy,,en,,01-12-10,US,89,0,Released,Christmas Mail,5,15
2500000,Comedy,giant insect,de,Rat Pack Filmproduktion,03-07-15,US,87,0,Released,Stung,4.9,63
35000000,Horror,drug abuse,en,Hideaway Pictures,02-09-16,US,94,0,Released,Antibirth,4.8,40
2400000,Drama,washington d.c.,en,Columbia Pictures,16-10-96,US,120,5731103,Released,Get on the Bus,7,11
0,Drama,,en,MovieRoom Productions,01-12-06,PL,101,0,Released,Thr3e,4.8,21
30000000,Adventure,prostitute,en,Twentieth Century Fox Film Corporation,01-09-06,US,84,495303,Released,Idiocracy,6.3,664
2500000,Crime,,en,Carnaby International,29-08-15,GB,110,0,Released,The Rise of the Krays,4.5,19
2380000,Drama,holiday,en,EM Media,12-09-06,GB,101,8176544,Released,This Is England,7.4,363
2500000,Action,impostor,en,Hawthorn Productions,14-12-12,GB,101,0,Released,U.F.O.,3.1,47
2361000,Comedy,musical,en,Metro-Goldwyn-Mayer (MGM),01-07-44,US,101,6892000,Released,Bathing Beauty,7,4
2450000,Drama,dancing,en,Pantelion Film,13-05-11,US,105,0,Released,Go for It!,4.6,5
0,Comedy,small town,en,HSX Films,01-05-98,US,97,565592,Released,"Dancer, Texas Pop. 81",10,1
2300000,Music,musical,en,Metro-Goldwyn-Mayer (MGM),13-07-51,US,107,11000000,Released,Show Boat,6.9,18
0,Drama,,en,Heavy Duty Entertainment,26-08-11,,91,0,Released,Redemption Road,4.7,6
0,Thriller,series of murders,en,Darius Films,05-08-14,CA,108,0,Released,The Calling,5.6,88
2000000,Fantasy,growing up,en,The Kushner-Locke Company,09-07-87,US,90,0,Released,The Brave Little Toaster,6.7,93
2280000,Animation,orchestra,en,Walt Disney Pictures,13-11-40,US,124,83320000,Released,Fantasia,7.2,808
0,Thriller,christian film,en,After Eden Pictures,15-06-14,US,90,0,Released,8 Days,0,0
4000000,Horror,lake,en,Paramount Pictures,13-08-82,US,95,36690067,Released,Friday the 13th Part III,5.7,254
2200000,Horror,mask,en,Paramount Pictures,22-03-85,US,92,21930418,Released,Friday the 13th: A New Beginning,5.1,196
0,Drama,christianity,en,,09-02-07,US,117,0,Released,The Last Sin Eater,6.2,11
0,Fantasy,christian,en,Believe Entertainment,20-03-15,US,115,0,Released,Do You Believe?,6.6,48
0,Thriller,,en,,13-06-08,US,90,0,Released,Impact Point,5.7,5
2160000,Drama,,en,Metro-Goldwyn-Mayer (MGM),01-06-45,US,119,9132000,Released,The Valley of Decision,5.8,4
2300000,Thriller,island,en,Ombra Films,22-10-15,MY,97,0,Released,Eden,5.6,19
0,Comedy,coming out,en,,22-04-05,GB,90,0,Released,Chicken Tikka Masala,3.5,5
0,Romance,woman director,en,Sunrise Films,14-11-14,US,90,0,Released,There's Always Woodstock,5.4,12
0,Action,camping,en,Brookstreet Pictures,09-10-07,CA,85,0,Released,Jack Brooks: Monster Slayer,5.7,59
2100000,Drama,usa,en,Samuel Goldwyn Company,25-12-46,US,172,23650000,Released,The Best Years of Our Lives,7.6,143
0,Crime,florida,en,StudioCanal,15-06-01,GB,113,480811,Released,Bully,6.7,125
0,Comedy,mentally disabled,en,Maipo Film- og TV Produksjon,16-03-01,NO,89,0,Released,Elling,7,51
2100000,Drama,new york state,en,Industrial House Films,16-10-15,US,126,3330,Released,Mi America,0,0
1500000,Horror,terror,es,Filmax,10-04-07,ES,78,30448000,Released,[REC],7.1,934
0,Drama,suicide,en,,03-10-10,,88,0,Released,Lies in Plain Sight,4.5,4
0,,,en,,01-01-15,,0,0,Released,Sharkskin,0,0
0,Thriller,,en,Bright Cold Day Films,09-07-15,GB,77,0,Released,Containment,5.1,36
0,Adventure,,de,ANA Media,27-02-15,US,81,0,Released,The Timber,4.1,15
2000000,Action,venice,en,United Artists,11-10-63,GB,115,78898765,Released,From Russia with Love,6.9,760
0,Comedy,japan,en,Troma Entertainment,24-02-89,US,96,0,Released,The Toxic Avenger Part II,5.3,39
2000000,Comedy,sex,en,Rollins-Joffe Productions,17-12-73,US,89,18344729,Released,Sleeper,7,200
2000000,Horror,chase,en,Northern Lights Films,04-02-15,US,100,14674076,Released,It Follows,6.6,1832
2000000,Comedy,transsexuality,en,United Artists,06-08-72,US,88,18016290,Released,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215
2000000,Crime,black people,en,Universal Pictures,25-12-62,US,129,13129846,Released,To Kill a Mockingbird,8,657
